,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8
0,0.45569620253164556,0.4810126582278481,0.6075949367088608,0.620253164556962,0.6708860759493671,0.6962025316455697,0.6708860759493671,0.6708860759493671
1,0.4936708860759494,0.5949367088607594,0.6329113924050633,0.569620253164557,0.6329113924050633,0.6075949367088608,0.5569620253164557,0.5949367088607594
2,0.379746835443038,0.3670886075949367,0.4050632911392405,0.5063291139240507,0.569620253164557,0.620253164556962,0.620253164556962,0.6455696202531646
3,0.35443037974683544,0.3670886075949367,0.4936708860759494,0.5822784810126582,0.569620253164557,0.620253164556962,0.6329113924050633,0.6329113924050633
4,0.48717948717948717,0.46153846153846156,0.46153846153846156,0.48717948717948717,0.5769230769230769,0.5897435897435898,0.5512820512820513,0.5641025641025641
5,0.4430379746835443,0.4050632911392405,0.5822784810126582,0.6582278481012658,0.6582278481012658,0.7215189873417721,0.6708860759493671,0.6708860759493671
6,0.4177215189873418,0.43037974683544306,0.5569620253164557,0.569620253164557,0.569620253164557,0.620253164556962,0.6075949367088608,0.5949367088607594
7,0.3924050632911392,0.4050632911392405,0.3924050632911392,0.4936708860759494,0.569620253164557,0.6329113924050633,0.6075949367088608,0.6329113924050633
8,0.35443037974683544,0.35443037974683544,0.5443037974683544,0.5063291139240507,0.5822784810126582,0.5822784810126582,0.6075949367088608,0.5822784810126582
9,0.45569620253164556,0.4810126582278481,0.5949367088607594,0.5949367088607594,0.6582278481012658,0.6075949367088608,0.6329113924050633,0.620253164556962
Mean,0.42340149302174623,0.43476144109055503,0.5271665043816942,0.5588445309964297,0.6057935735150926,0.629860434923726,0.6158876987990911,0.6209672184355728
