,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8
0,0.4430379746835443,0.5189873417721519,0.6455696202531646,0.6075949367088608,0.6075949367088608,0.5949367088607594,0.6329113924050633,0.5949367088607594
1,0.4810126582278481,0.569620253164557,0.5949367088607594,0.5822784810126582,0.45569620253164556,0.45569620253164556,0.5949367088607594,0.5316455696202531
2,0.3670886075949367,0.43037974683544306,0.5569620253164557,0.5316455696202531,0.569620253164557,0.569620253164557,0.5316455696202531,0.569620253164557
3,0.3291139240506329,0.5443037974683544,0.4810126582278481,0.5949367088607594,0.5949367088607594,0.6075949367088608,0.5822784810126582,0.5949367088607594
4,0.4230769230769231,0.5384615384615384,0.5512820512820513,0.5641025641025641,0.5512820512820513,0.5256410256410257,0.5256410256410257,0.5256410256410257
5,0.35443037974683544,0.5189873417721519,0.5949367088607594,0.5822784810126582,0.5189873417721519,0.5316455696202531,0.5189873417721519,0.5063291139240507
6,0.4430379746835443,0.4936708860759494,0.569620253164557,0.6455696202531646,0.569620253164557,0.6329113924050633,0.5822784810126582,0.6329113924050633
7,0.379746835443038,0.45569620253164556,0.5189873417721519,0.5822784810126582,0.569620253164557,0.5949367088607594,0.6075949367088608,0.5949367088607594
8,0.3670886075949367,0.4430379746835443,0.5063291139240507,0.5189873417721519,0.4936708860759494,0.5189873417721519,0.5063291139240507,0.4936708860759494
9,0.4050632911392405,0.5316455696202531,0.5822784810126582,0.46835443037974683,0.569620253164557,0.620253164556962,0.5063291139240507,0.5569620253164557
Mean,0.39926971762414804,0.5044790652385589,0.5601914962674457,0.5678026614735476,0.5500649139889646,0.5652223304122037,0.5588932164881533,0.5601590392729633
