,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8
0,0.4430379746835443,0.5822784810126582,0.6329113924050633,0.620253164556962,0.6582278481012658,0.6455696202531646,0.6329113924050633,0.6582278481012658
1,0.5063291139240507,0.5063291139240507,0.569620253164557,0.6329113924050633,0.6075949367088608,0.569620253164557,0.5569620253164557,0.620253164556962
2,0.35443037974683544,0.3924050632911392,0.45569620253164556,0.5316455696202531,0.5822784810126582,0.569620253164557,0.5822784810126582,0.6075949367088608
3,0.3291139240506329,0.4430379746835443,0.5063291139240507,0.5189873417721519,0.5822784810126582,0.569620253164557,0.5569620253164557,0.5949367088607594
4,0.4358974358974359,0.5512820512820513,0.6410256410256411,0.6282051282051282,0.5769230769230769,0.6410256410256411,0.5897435897435898,0.5897435897435898
5,0.2911392405063291,0.3924050632911392,0.6582278481012658,0.6329113924050633,0.569620253164557,0.6582278481012658,0.620253164556962,0.6455696202531646
6,0.43037974683544306,0.4430379746835443,0.5569620253164557,0.6329113924050633,0.6329113924050633,0.6455696202531646,0.6708860759493671,0.6962025316455697
7,0.22784810126582278,0.4430379746835443,0.5189873417721519,0.5949367088607594,0.620253164556962,0.5949367088607594,0.6329113924050633,0.6329113924050633
8,0.4430379746835443,0.45569620253164556,0.45569620253164556,0.45569620253164556,0.5316455696202531,0.5063291139240507,0.5443037974683544,0.5443037974683544
9,0.3924050632911392,0.5063291139240507,0.5443037974683544,0.5569620253164557,0.5316455696202531,0.5822784810126582,0.620253164556962,0.5822784810126582
Mean,0.38536189548847777,0.47158390133073674,0.553975981824083,0.5805420318078546,0.5893378773125609,0.5982797792924375,0.6007465108730932,0.6172022070756247
