,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8
0,0.4430379746835443,0.5316455696202531,0.6708860759493671,0.6075949367088608,0.5822784810126582,0.5949367088607594,0.5822784810126582,0.620253164556962
1,0.4936708860759494,0.5063291139240507,0.6075949367088608,0.620253164556962,0.5822784810126582,0.569620253164557,0.5316455696202531,0.569620253164557
2,0.3670886075949367,0.379746835443038,0.4430379746835443,0.5569620253164557,0.5189873417721519,0.5316455696202531,0.5189873417721519,0.5316455696202531
3,0.31645569620253167,0.3670886075949367,0.5063291139240507,0.5316455696202531,0.4936708860759494,0.5443037974683544,0.5569620253164557,0.5822784810126582
4,0.4230769230769231,0.48717948717948717,0.5769230769230769,0.5384615384615384,0.5641025641025641,0.5769230769230769,0.6282051282051282,0.6282051282051282
5,0.46835443037974683,0.46835443037974683,0.46835443037974683,0.46835443037974683,0.46835443037974683,0.46835443037974683,0.46835443037974683,0.46835443037974683
6,0.4177215189873418,0.4177215189873418,0.5189873417721519,0.5822784810126582,0.5189873417721519,0.5443037974683544,0.5443037974683544,0.5443037974683544
7,0.4050632911392405,0.379746835443038,0.5443037974683544,0.5822784810126582,0.5189873417721519,0.6962025316455697,0.569620253164557,0.6962025316455697
8,0.26582278481012656,0.35443037974683544,0.4177215189873418,0.5443037974683544,0.45569620253164556,0.46835443037974683,0.5316455696202531,0.5189873417721519
9,0.3924050632911392,0.45569620253164556,0.6075949367088608,0.6329113924050633,0.620253164556962,0.5949367088607594,0.5569620253164557,0.5316455696202531
Mean,0.399269717624148,0.43479389808503727,0.5361733203505356,0.5665043816942551,0.5323596234988639,0.5589581304771178,0.5488964621876015,0.5691496267445635
